grafana  | Grafana server is running with elevated privileges. This is not recommended
grafana  | logger=migrator t=2025-01-06T19:38:08.000816782Z level=info msg="Executing migration" id="add index server_lock.operation_uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.001221636Z level=info msg="Migration successfully executed" id="add index server_lock.operation_uid" duration=404.878µs
grafana  | logger=migrator t=2025-01-06T19:38:08.004226113Z level=info msg="Executing migration" id="create user auth token table"
grafana  | logger=migrator t=2025-01-06T19:38:08.004638136Z level=info msg="Migration successfully executed" id="create user auth token table" duration=410.762µs
grafana  | logger=migrator t=2025-01-06T19:38:08.006755353Z level=info msg="Executing migration" id="add unique index user_auth_token.auth_token"
grafana  | logger=migrator t=2025-01-06T19:38:08.007179361Z level=info msg="Migration successfully executed" id="add unique index user_auth_token.auth_token" duration=424.072µs
grafana  | logger=migrator t=2025-01-06T19:38:08.009047794Z level=info msg="Executing migration" id="add unique index user_auth_token.prev_auth_token"
grafana  | logger=migrator t=2025-01-06T19:38:08.009455653Z level=info msg="Migration successfully executed" id="add unique index user_auth_token.prev_auth_token" duration=407.912µs
grafana  | logger=migrator t=2025-01-06T19:38:08.011785357Z level=info msg="Executing migration" id="add index user_auth_token.user_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.01221103Z level=info msg="Migration successfully executed" id="add index user_auth_token.user_id" duration=425.449µs
grafana  | logger=migrator t=2025-01-06T19:38:08.014569868Z level=info msg="Executing migration" id="Add revoked_at to the user auth token"
grafana  | logger=migrator t=2025-01-06T19:38:08.016354484Z level=info msg="Migration successfully executed" id="Add revoked_at to the user auth token" duration=1.784275ms
grafana  | logger=migrator t=2025-01-06T19:38:08.018387948Z level=info msg="Executing migration" id="add index user_auth_token.revoked_at"
grafana  | logger=migrator t=2025-01-06T19:38:08.01882991Z level=info msg="Migration successfully executed" id="add index user_auth_token.revoked_at" duration=440.422µs
grafana  | logger=migrator t=2025-01-06T19:38:08.020752502Z level=info msg="Executing migration" id="add external_session_id to user_auth_token"
grafana  | logger=migrator t=2025-01-06T19:38:08.02254093Z level=info msg="Migration successfully executed" id="add external_session_id to user_auth_token" duration=1.788081ms
grafana  | logger=migrator t=2025-01-06T19:38:08.024581641Z level=info msg="Executing migration" id="create cache_data table"
grafana  | logger=migrator t=2025-01-06T19:38:08.025001051Z level=info msg="Migration successfully executed" id="create cache_data table" duration=419.341µs
grafana  | logger=migrator t=2025-01-06T19:38:08.027229677Z level=info msg="Executing migration" id="add unique index cache_data.cache_key"
grafana  | logger=migrator t=2025-01-06T19:38:08.027695717Z level=info msg="Migration successfully executed" id="add unique index cache_data.cache_key" duration=466.753µs
grafana  | logger=migrator t=2025-01-06T19:38:08.029908655Z level=info msg="Executing migration" id="create short_url table v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.030264453Z level=info msg="Migration successfully executed" id="create short_url table v1" duration=343.04µs
grafana  | logger=migrator t=2025-01-06T19:38:08.032058319Z level=info msg="Executing migration" id="add index short_url.org_id-uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.032468902Z level=info msg="Migration successfully executed" id="add index short_url.org_id-uid" duration=410.49µs
grafana  | logger=migrator t=2025-01-06T19:38:08.034972106Z level=info msg="Executing migration" id="alter table short_url alter column created_by type to bigint"
grafana  | logger=migrator t=2025-01-06T19:38:08.035012531Z level=info msg="Migration successfully executed" id="alter table short_url alter column created_by type to bigint" duration=40.934µs
grafana  | logger=migrator t=2025-01-06T19:38:08.036762577Z level=info msg="Executing migration" id="delete alert_definition table"
grafana  | logger=migrator t=2025-01-06T19:38:08.036804221Z level=info msg="Migration successfully executed" id="delete alert_definition table" duration=42.059µs
grafana  | logger=migrator t=2025-01-06T19:38:08.039003854Z level=info msg="Executing migration" id="recreate alert_definition table"
grafana  | logger=migrator t=2025-01-06T19:38:08.039436527Z level=info msg="Migration successfully executed" id="recreate alert_definition table" duration=432.943µs
grafana  | logger=migrator t=2025-01-06T19:38:08.041614028Z level=info msg="Executing migration" id="add index in alert_definition on org_id and title columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.042171032Z level=info msg="Migration successfully executed" id="add index in alert_definition on org_id and title columns" duration=556.699µs
grafana  | logger=migrator t=2025-01-06T19:38:08.044303542Z level=info msg="Executing migration" id="add index in alert_definition on org_id and uid columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.04489319Z level=info msg="Migration successfully executed" id="add index in alert_definition on org_id and uid columns" duration=589.344µs
grafana  | logger=migrator t=2025-01-06T19:38:08.047341974Z level=info msg="Executing migration" id="alter alert_definition table data column to mediumtext in mysql"
grafana  | logger=migrator t=2025-01-06T19:38:08.04738936Z level=info msg="Migration successfully executed" id="alter alert_definition table data column to mediumtext in mysql" duration=42.716µs
grafana  | logger=migrator t=2025-01-06T19:38:08.049544288Z level=info msg="Executing migration" id="drop index in alert_definition on org_id and title columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.050061325Z level=info msg="Migration successfully executed" id="drop index in alert_definition on org_id and title columns" duration=516.915µs
grafana  | logger=migrator t=2025-01-06T19:38:08.052019763Z level=info msg="Executing migration" id="drop index in alert_definition on org_id and uid columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.052531153Z level=info msg="Migration successfully executed" id="drop index in alert_definition on org_id and uid columns" duration=511.138µs
grafana  | logger=migrator t=2025-01-06T19:38:08.056617306Z level=info msg="Executing migration" id="add unique index in alert_definition on org_id and title columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.057121591Z level=info msg="Migration successfully executed" id="add unique index in alert_definition on org_id and title columns" duration=504.087µs
grafana  | logger=migrator t=2025-01-06T19:38:08.059177303Z level=info msg="Executing migration" id="add unique index in alert_definition on org_id and uid columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.059674762Z level=info msg="Migration successfully executed" id="add unique index in alert_definition on org_id and uid columns" duration=497.969µs
grafana  | logger=migrator t=2025-01-06T19:38:08.061898824Z level=info msg="Executing migration" id="Add column paused in alert_definition"
grafana  | logger=migrator t=2025-01-06T19:38:08.064515665Z level=info msg="Migration successfully executed" id="Add column paused in alert_definition" duration=2.615807ms
grafana  | logger=migrator t=2025-01-06T19:38:08.06720845Z level=info msg="Executing migration" id="drop alert_definition table"
grafana  | logger=migrator t=2025-01-06T19:38:08.067985355Z level=info msg="Migration successfully executed" id="drop alert_definition table" duration=776.373µs
grafana  | logger=migrator t=2025-01-06T19:38:08.076067583Z level=info msg="Executing migration" id="delete alert_definition_version table"
grafana  | logger=migrator t=2025-01-06T19:38:08.076198575Z level=info msg="Migration successfully executed" id="delete alert_definition_version table" duration=131.952µs
grafana  | logger=migrator t=2025-01-06T19:38:08.07998872Z level=info msg="Executing migration" id="recreate alert_definition_version table"
grafana  | logger=migrator t=2025-01-06T19:38:08.081458401Z level=info msg="Migration successfully executed" id="recreate alert_definition_version table" duration=1.471268ms
grafana  | logger=migrator t=2025-01-06T19:38:08.086092931Z level=info msg="Executing migration" id="add index in alert_definition_version table on alert_definition_id and version columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.087887087Z level=info msg="Migration successfully executed" id="add index in alert_definition_version table on alert_definition_id and version columns" duration=1.793432ms
grafana  | logger=migrator t=2025-01-06T19:38:08.092198511Z level=info msg="Executing migration" id="add index in alert_definition_version table on alert_definition_uid and version columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.094361747Z level=info msg="Migration successfully executed" id="add index in alert_definition_version table on alert_definition_uid and version columns" duration=2.161857ms
grafana  | logger=migrator t=2025-01-06T19:38:08.098584782Z level=info msg="Executing migration" id="alter alert_definition_version table data column to mediumtext in mysql"
grafana  | logger=migrator t=2025-01-06T19:38:08.098781577Z level=info msg="Migration successfully executed" id="alter alert_definition_version table data column to mediumtext in mysql" duration=198.665µs
grafana  | logger=migrator t=2025-01-06T19:38:08.102914014Z level=info msg="Executing migration" id="drop alert_definition_version table"
grafana  | logger=migrator t=2025-01-06T19:38:08.104496211Z level=info msg="Migration successfully executed" id="drop alert_definition_version table" duration=1.580792ms
grafana  | logger=migrator t=2025-01-06T19:38:08.108205719Z level=info msg="Executing migration" id="create alert_instance table"
grafana  | logger=migrator t=2025-01-06T19:38:08.109497504Z level=info msg="Migration successfully executed" id="create alert_instance table" duration=1.291503ms
grafana  | logger=migrator t=2025-01-06T19:38:08.112715577Z level=info msg="Executing migration" id="add index in alert_instance table on def_org_id, def_uid and current_state columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.113782992Z level=info msg="Migration successfully executed" id="add index in alert_instance table on def_org_id, def_uid and current_state columns" duration=1.067245ms
grafana  | logger=migrator t=2025-01-06T19:38:08.116680509Z level=info msg="Executing migration" id="add index in alert_instance table on def_org_id, current_state columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.117615965Z level=info msg="Migration successfully executed" id="add index in alert_instance table on def_org_id, current_state columns" duration=935.068µs
grafana  | logger=migrator t=2025-01-06T19:38:08.120281865Z level=info msg="Executing migration" id="add column current_state_end to alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.123368619Z level=info msg="Migration successfully executed" id="add column current_state_end to alert_instance" duration=3.086819ms
grafana  | logger=migrator t=2025-01-06T19:38:08.125970783Z level=info msg="Executing migration" id="remove index def_org_id, def_uid, current_state on alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.126518874Z level=info msg="Migration successfully executed" id="remove index def_org_id, def_uid, current_state on alert_instance" duration=546.526µs
grafana  | logger=migrator t=2025-01-06T19:38:08.12852119Z level=info msg="Executing migration" id="remove index def_org_id, current_state on alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.129149411Z level=info msg="Migration successfully executed" id="remove index def_org_id, current_state on alert_instance" duration=629.233µs
grafana  | logger=migrator t=2025-01-06T19:38:08.131693404Z level=info msg="Executing migration" id="rename def_org_id to rule_org_id in alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.140709913Z level=info msg="Migration successfully executed" id="rename def_org_id to rule_org_id in alert_instance" duration=9.016726ms
grafana  | logger=migrator t=2025-01-06T19:38:08.142782488Z level=info msg="Executing migration" id="rename def_uid to rule_uid in alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.151162335Z level=info msg="Migration successfully executed" id="rename def_uid to rule_uid in alert_instance" duration=8.379498ms
grafana  | logger=migrator t=2025-01-06T19:38:08.154197568Z level=info msg="Executing migration" id="add index rule_org_id, rule_uid, current_state on alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.154812267Z level=info msg="Migration successfully executed" id="add index rule_org_id, rule_uid, current_state on alert_instance" duration=614.42µs
grafana  | logger=migrator t=2025-01-06T19:38:08.158115719Z level=info msg="Executing migration" id="add index rule_org_id, current_state on alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.160648004Z level=info msg="Migration successfully executed" id="add index rule_org_id, current_state on alert_instance" duration=2.54361ms
grafana  | logger=migrator t=2025-01-06T19:38:08.16321892Z level=info msg="Executing migration" id="add current_reason column related to current_state"
grafana  | logger=migrator t=2025-01-06T19:38:08.16753746Z level=info msg="Migration successfully executed" id="add current_reason column related to current_state" duration=4.317277ms
grafana  | logger=migrator t=2025-01-06T19:38:08.171108135Z level=info msg="Executing migration" id="add result_fingerprint column to alert_instance"
grafana  | logger=migrator t=2025-01-06T19:38:08.175529178Z level=info msg="Migration successfully executed" id="add result_fingerprint column to alert_instance" duration=4.421538ms
grafana  | logger=migrator t=2025-01-06T19:38:08.178290163Z level=info msg="Executing migration" id="create alert_rule table"
grafana  | logger=migrator t=2025-01-06T19:38:08.179071008Z level=info msg="Migration successfully executed" id="create alert_rule table" duration=780.876µs
grafana  | logger=migrator t=2025-01-06T19:38:08.181569003Z level=info msg="Executing migration" id="add index in alert_rule on org_id and title columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.182283028Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id and title columns" duration=713.785µs
grafana  | logger=migrator t=2025-01-06T19:38:08.184413768Z level=info msg="Executing migration" id="add index in alert_rule on org_id and uid columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.185162849Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id and uid columns" duration=748.454µs
grafana  | logger=migrator t=2025-01-06T19:38:08.187870123Z level=info msg="Executing migration" id="add index in alert_rule on org_id, namespace_uid, group_uid columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.188491281Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id, namespace_uid, group_uid columns" duration=620.821µs
grafana  | logger=migrator t=2025-01-06T19:38:08.191651387Z level=info msg="Executing migration" id="alter alert_rule table data column to mediumtext in mysql"
grafana  | logger=migrator t=2025-01-06T19:38:08.191724088Z level=info msg="Migration successfully executed" id="alter alert_rule table data column to mediumtext in mysql" duration=71.273µs
grafana  | logger=migrator t=2025-01-06T19:38:08.193840295Z level=info msg="Executing migration" id="add column for to alert_rule"
grafana  | logger=migrator t=2025-01-06T19:38:08.19627627Z level=info msg="Migration successfully executed" id="add column for to alert_rule" duration=2.435985ms
grafana  | logger=migrator t=2025-01-06T19:38:08.198324659Z level=info msg="Executing migration" id="add column annotations to alert_rule"
grafana  | logger=migrator t=2025-01-06T19:38:08.200458411Z level=info msg="Migration successfully executed" id="add column annotations to alert_rule" duration=2.133514ms
grafana  | logger=migrator t=2025-01-06T19:38:08.202456439Z level=info msg="Executing migration" id="add column labels to alert_rule"
grafana  | logger=migrator t=2025-01-06T19:38:08.204428273Z level=info msg="Migration successfully executed" id="add column labels to alert_rule" duration=1.972916ms
grafana  | logger=migrator t=2025-01-06T19:38:08.206446463Z level=info msg="Executing migration" id="remove unique index from alert_rule on org_id, title columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.206862228Z level=info msg="Migration successfully executed" id="remove unique index from alert_rule on org_id, title columns" duration=415.77µs
grafana  | logger=migrator t=2025-01-06T19:38:08.208623338Z level=info msg="Executing migration" id="add index in alert_rule on org_id, namespase_uid and title columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.209081319Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id, namespase_uid and title columns" duration=457.496µs
grafana  | logger=migrator t=2025-01-06T19:38:08.21148794Z level=info msg="Executing migration" id="add dashboard_uid column to alert_rule"
grafana  | logger=migrator t=2025-01-06T19:38:08.213470541Z level=info msg="Migration successfully executed" id="add dashboard_uid column to alert_rule" duration=1.982335ms
grafana  | logger=migrator t=2025-01-06T19:38:08.21605645Z level=info msg="Executing migration" id="add panel_id column to alert_rule"
grafana  | logger=migrator t=2025-01-06T19:38:08.218036807Z level=info msg="Migration successfully executed" id="add panel_id column to alert_rule" duration=1.979687ms
grafana  | logger=migrator t=2025-01-06T19:38:08.221322839Z level=info msg="Executing migration" id="add index in alert_rule on org_id, dashboard_uid and panel_id columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.222126592Z level=info msg="Migration successfully executed" id="add index in alert_rule on org_id, dashboard_uid and panel_id columns" duration=805.837µs
grafana  | logger=migrator t=2025-01-06T19:38:08.224609719Z level=info msg="Executing migration" id="add rule_group_idx column to alert_rule"
grafana  | logger=migrator t=2025-01-06T19:38:08.226614146Z level=info msg="Migration successfully executed" id="add rule_group_idx column to alert_rule" duration=2.003772ms
grafana  | logger=migrator t=2025-01-06T19:38:08.229060386Z level=info msg="Executing migration" id="add is_paused column to alert_rule table"
grafana  | logger=migrator t=2025-01-06T19:38:08.231100114Z level=info msg="Migration successfully executed" id="add is_paused column to alert_rule table" duration=2.039353ms
grafana  | logger=migrator t=2025-01-06T19:38:08.233630888Z level=info msg="Executing migration" id="fix is_paused column for alert_rule table"
grafana  | logger=migrator t=2025-01-06T19:38:08.233693744Z level=info msg="Migration successfully executed" id="fix is_paused column for alert_rule table" duration=63.317µs
grafana  | logger=migrator t=2025-01-06T19:38:08.235543587Z level=info msg="Executing migration" id="create alert_rule_version table"
grafana  | logger=migrator t=2025-01-06T19:38:08.236011145Z level=info msg="Migration successfully executed" id="create alert_rule_version table" duration=469.001µs
grafana  | logger=migrator t=2025-01-06T19:38:08.238502757Z level=info msg="Executing migration" id="add index in alert_rule_version table on rule_org_id, rule_uid and version columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.238963683Z level=info msg="Migration successfully executed" id="add index in alert_rule_version table on rule_org_id, rule_uid and version columns" duration=462.52µs
grafana  | logger=migrator t=2025-01-06T19:38:08.240808768Z level=info msg="Executing migration" id="add index in alert_rule_version table on rule_org_id, rule_namespace_uid and rule_group columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.241291484Z level=info msg="Migration successfully executed" id="add index in alert_rule_version table on rule_org_id, rule_namespace_uid and rule_group columns" duration=482.279µs
grafana  | logger=migrator t=2025-01-06T19:38:08.243746764Z level=info msg="Executing migration" id="alter alert_rule_version table data column to mediumtext in mysql"
grafana  | logger=migrator t=2025-01-06T19:38:08.243784495Z level=info msg="Migration successfully executed" id="alter alert_rule_version table data column to mediumtext in mysql" duration=38.131µs
grafana  | logger=migrator t=2025-01-06T19:38:08.245929739Z level=info msg="Executing migration" id="add column for to alert_rule_version"
grafana  | logger=migrator t=2025-01-06T19:38:08.248206432Z level=info msg="Migration successfully executed" id="add column for to alert_rule_version" duration=2.276206ms
grafana  | logger=migrator t=2025-01-06T19:38:08.260262713Z level=info msg="Executing migration" id="add column annotations to alert_rule_version"
grafana  | logger=migrator t=2025-01-06T19:38:08.265552224Z level=info msg="Migration successfully executed" id="add column annotations to alert_rule_version" duration=5.287701ms
grafana  | logger=migrator t=2025-01-06T19:38:08.270323815Z level=info msg="Executing migration" id="add column labels to alert_rule_version"
grafana  | logger=migrator t=2025-01-06T19:38:08.277250476Z level=info msg="Migration successfully executed" id="add column labels to alert_rule_version" duration=6.927721ms
grafana  | logger=migrator t=2025-01-06T19:38:08.280425653Z level=info msg="Executing migration" id="add rule_group_idx column to alert_rule_version"
grafana  | logger=migrator t=2025-01-06T19:38:08.284793703Z level=info msg="Migration successfully executed" id="add rule_group_idx column to alert_rule_version" duration=4.370578ms
grafana  | logger=migrator t=2025-01-06T19:38:08.287611149Z level=info msg="Executing migration" id="add is_paused column to alert_rule_versions table"
grafana  | logger=migrator t=2025-01-06T19:38:08.290842769Z level=info msg="Migration successfully executed" id="add is_paused column to alert_rule_versions table" duration=3.231691ms
grafana  | logger=migrator t=2025-01-06T19:38:08.293703385Z level=info msg="Executing migration" id="fix is_paused column for alert_rule_version table"
grafana  | logger=migrator t=2025-01-06T19:38:08.293756596Z level=info msg="Migration successfully executed" id="fix is_paused column for alert_rule_version table" duration=55.734µs
grafana  | logger=migrator t=2025-01-06T19:38:08.295773661Z level=info msg="Executing migration" id=create_alert_configuration_table
grafana  | logger=migrator t=2025-01-06T19:38:08.296310295Z level=info msg="Migration successfully executed" id=create_alert_configuration_table duration=536.467µs
grafana  | logger=migrator t=2025-01-06T19:38:08.298939736Z level=info msg="Executing migration" id="Add column default in alert_configuration"
grafana  | logger=migrator t=2025-01-06T19:38:08.302289181Z level=info msg="Migration successfully executed" id="Add column default in alert_configuration" duration=3.349554ms
grafana  | logger=migrator t=2025-01-06T19:38:08.304693627Z level=info msg="Executing migration" id="alert alert_configuration alertmanager_configuration column from TEXT to MEDIUMTEXT if mysql"
grafana  | logger=migrator t=2025-01-06T19:38:08.304748522Z level=info msg="Migration successfully executed" id="alert alert_configuration alertmanager_configuration column from TEXT to MEDIUMTEXT if mysql" duration=55.48µs
grafana  | logger=migrator t=2025-01-06T19:38:08.306990055Z level=info msg="Executing migration" id="add column org_id in alert_configuration"
grafana  | logger=migrator t=2025-01-06T19:38:08.309661206Z level=info msg="Migration successfully executed" id="add column org_id in alert_configuration" duration=2.671327ms
grafana  | logger=migrator t=2025-01-06T19:38:08.312070469Z level=info msg="Executing migration" id="add index in alert_configuration table on org_id column"
grafana  | logger=migrator t=2025-01-06T19:38:08.312582581Z level=info msg="Migration successfully executed" id="add index in alert_configuration table on org_id column" duration=511.943µs
grafana  | logger=migrator t=2025-01-06T19:38:08.315366209Z level=info msg="Executing migration" id="add configuration_hash column to alert_configuration"
grafana  | logger=migrator t=2025-01-06T19:38:08.317892238Z level=info msg="Migration successfully executed" id="add configuration_hash column to alert_configuration" duration=2.524522ms
grafana  | logger=migrator t=2025-01-06T19:38:08.320191226Z level=info msg="Executing migration" id=create_ngalert_configuration_table
grafana  | logger=migrator t=2025-01-06T19:38:08.320595031Z level=info msg="Migration successfully executed" id=create_ngalert_configuration_table duration=402.496µs
grafana  | logger=migrator t=2025-01-06T19:38:08.322969111Z level=info msg="Executing migration" id="add index in ngalert_configuration on org_id column"
grafana  | logger=migrator t=2025-01-06T19:38:08.323495294Z level=info msg="Migration successfully executed" id="add index in ngalert_configuration on org_id column" duration=525.907µs
grafana  | logger=migrator t=2025-01-06T19:38:08.326507249Z level=info msg="Executing migration" id="add column send_alerts_to in ngalert_configuration"
grafana  | logger=migrator t=2025-01-06T19:38:08.330220032Z level=info msg="Migration successfully executed" id="add column send_alerts_to in ngalert_configuration" duration=3.711546ms
grafana  | logger=migrator t=2025-01-06T19:38:08.334533871Z level=info msg="Executing migration" id="create provenance_type table"
grafana  | logger=migrator t=2025-01-06T19:38:08.335649291Z level=info msg="Migration successfully executed" id="create provenance_type table" duration=1.114856ms
grafana  | logger=migrator t=2025-01-06T19:38:08.339150685Z level=info msg="Executing migration" id="add index to uniquify (record_key, record_type, org_id) columns"
grafana  | logger=migrator t=2025-01-06T19:38:08.340410261Z level=info msg="Migration successfully executed" id="add index to uniquify (record_key, record_type, org_id) columns" duration=1.258818ms
grafana  | logger=migrator t=2025-01-06T19:38:08.344131323Z level=info msg="Executing migration" id="create alert_image table"
grafana  | logger=migrator t=2025-01-06T19:38:08.345351557Z level=info msg="Migration successfully executed" id="create alert_image table" duration=1.2169ms
grafana  | logger=migrator t=2025-01-06T19:38:08.349049746Z level=info msg="Executing migration" id="add unique index on token to alert_image table"
grafana  | logger=migrator t=2025-01-06T19:38:08.350486223Z level=info msg="Migration successfully executed" id="add unique index on token to alert_image table" duration=1.440356ms
grafana  | logger=migrator t=2025-01-06T19:38:08.354340158Z level=info msg="Executing migration" id="support longer URLs in alert_image table"
grafana  | logger=migrator t=2025-01-06T19:38:08.354452298Z level=info msg="Migration successfully executed" id="support longer URLs in alert_image table" duration=113.236µs
grafana  | logger=migrator t=2025-01-06T19:38:08.357929039Z level=info msg="Executing migration" id=create_alert_configuration_history_table
grafana  | logger=migrator t=2025-01-06T19:38:08.359299151Z level=info msg="Migration successfully executed" id=create_alert_configuration_history_table duration=1.37022ms
grafana  | logger=migrator t=2025-01-06T19:38:08.362789164Z level=info msg="Executing migration" id="drop non-unique orgID index on alert_configuration"
grafana  | logger=migrator t=2025-01-06T19:38:08.364306937Z level=info msg="Migration successfully executed" id="drop non-unique orgID index on alert_configuration" duration=1.517128ms
grafana  | logger=migrator t=2025-01-06T19:38:08.368389802Z level=info msg="Executing migration" id="drop unique orgID index on alert_configuration if exists"
grafana  | logger=migrator t=2025-01-06T19:38:08.368922948Z level=warn msg="Skipping migration: Already executed, but not recorded in migration log" id="drop unique orgID index on alert_configuration if exists"
grafana  | logger=migrator t=2025-01-06T19:38:08.372565306Z level=info msg="Executing migration" id="extract alertmanager configuration history to separate table"
grafana  | logger=migrator t=2025-01-06T19:38:08.373554443Z level=info msg="Migration successfully executed" id="extract alertmanager configuration history to separate table" duration=988.551µs
grafana  | logger=migrator t=2025-01-06T19:38:08.37803564Z level=info msg="Executing migration" id="add unique index on orgID to alert_configuration"
grafana  | logger=migrator t=2025-01-06T19:38:08.380085369Z level=info msg="Migration successfully executed" id="add unique index on orgID to alert_configuration" duration=2.049112ms
grafana  | logger=migrator t=2025-01-06T19:38:08.384894903Z level=info msg="Executing migration" id="add last_applied column to alert_configuration_history"
grafana  | logger=migrator t=2025-01-06T19:38:08.390985359Z level=info msg="Migration successfully executed" id="add last_applied column to alert_configuration_history" duration=6.091674ms
grafana  | logger=migrator t=2025-01-06T19:38:08.395958487Z level=info msg="Executing migration" id="create library_element table v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.397159457Z level=info msg="Migration successfully executed" id="create library_element table v1" duration=1.201037ms
grafana  | logger=migrator t=2025-01-06T19:38:08.401815619Z level=info msg="Executing migration" id="add index library_element org_id-folder_id-name-kind"
grafana  | logger=migrator t=2025-01-06T19:38:08.403303881Z level=info msg="Migration successfully executed" id="add index library_element org_id-folder_id-name-kind" duration=1.487275ms
grafana  | logger=migrator t=2025-01-06T19:38:08.406403359Z level=info msg="Executing migration" id="create library_element_connection table v1"
grafana  | logger=migrator t=2025-01-06T19:38:08.407139857Z level=info msg="Migration successfully executed" id="create library_element_connection table v1" duration=736.209µs
grafana  | logger=migrator t=2025-01-06T19:38:08.411883958Z level=info msg="Executing migration" id="add index library_element_connection element_id-kind-connection_id"
grafana  | logger=migrator t=2025-01-06T19:38:08.413151463Z level=info msg="Migration successfully executed" id="add index library_element_connection element_id-kind-connection_id" duration=1.267231ms
grafana  | logger=migrator t=2025-01-06T19:38:08.418867172Z level=info msg="Executing migration" id="add unique index library_element org_id_uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.4196078Z level=info msg="Migration successfully executed" id="add unique index library_element org_id_uid" duration=740.218µs
grafana  | logger=migrator t=2025-01-06T19:38:08.424256424Z level=info msg="Executing migration" id="increase max description length to 2048"
grafana  | logger=migrator t=2025-01-06T19:38:08.424276867Z level=info msg="Migration successfully executed" id="increase max description length to 2048" duration=19.496µs
grafana  | logger=migrator t=2025-01-06T19:38:08.428431762Z level=info msg="Executing migration" id="alter library_element model to mediumtext"
grafana  | logger=migrator t=2025-01-06T19:38:08.428478617Z level=info msg="Migration successfully executed" id="alter library_element model to mediumtext" duration=47.407µs
grafana  | logger=migrator t=2025-01-06T19:38:08.433267916Z level=info msg="Executing migration" id="add library_element folder uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.436973137Z level=info msg="Migration successfully executed" id="add library_element folder uid" duration=3.704539ms
grafana  | logger=migrator t=2025-01-06T19:38:08.442878264Z level=info msg="Executing migration" id="populate library_element folder_uid"
grafana  | logger=migrator t=2025-01-06T19:38:08.443251087Z level=info msg="Migration successfully executed" id="populate library_element folder_uid" duration=372.806µs
grafana  | logger=migrator t=2025-01-06T19:38:08.447311738Z level=info msg="Executing migration" id="add index library_element org_id-folder_uid-name-kind"
grafana  | logger=migrator t=2025-01-06T19:38:08.447939584Z level=info msg="Migration successfully executed" id="add index library_element org_id-folder_uid-name-kind" duration=627.533µs
grafana  | logger=migrator t=2025-01-06T19:38:08.45146274Z level=info msg="Executing migration" id="clone move dashboard alerts to unified alerting"
grafana  | logger=migrator t=2025-01-06T19:38:08.451645007Z level=info msg="Migration successfully executed" id="clone move dashboard alerts to unified alerting" duration=182.693µs
grafana  | logger=migrator t=2025-01-06T19:38:08.455848504Z level=info msg="Executing migration" id="create data_keys table"
grafana  | logger=migrator t=2025-01-06T19:38:08.456651082Z level=info msg="Migration successfully executed" id="create data_keys table" duration=802.32µs
grafana  | logger=migrator t=2025-01-06T19:38:08.46178254Z level=info msg="Executing migration" id="create secrets table"
grafana  | logger=migrator t=2025-01-06T19:38:08.462298824Z level=info msg="Migration successfully executed" id="create secrets table" duration=515.968µs
grafana  | logger=migrator t=2025-01-06T19:38:08.466022122Z level=info msg="Executing migration" id="rename data_keys name column to id"
grafana  | logger=migrator t=2025-01-06T19:38:08.479826687Z level=info msg="Migration successfully executed" id="rename data_keys name column to id" duration=13.805071ms
grafana  | logger=migrator t=2025-01-06T19:38:08.487415588Z level=info msg="Executing migration" id="add name column into data_keys"
grafana  | logger=migrator t=2025-01-06T19:38:08.489996172Z level=info msg="Migration successfully executed" id="add name column into data_keys" duration=2.580405ms
