grafana  | Grafana server is running with elevated privileges. This is not recommended
grafana  | logger=migrator t=2025-01-06T19:38:09.244162326Z level=info msg="Executing migration" id="create cloud_migration_session v2"
grafana  | logger=migrator t=2025-01-06T19:38:09.244709545Z level=info msg="Migration successfully executed" id="create cloud_migration_session v2" duration=545.321µs
grafana  | logger=migrator t=2025-01-06T19:38:09.247060921Z level=info msg="Executing migration" id="create index UQE_cloud_migration_session_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:09.247563909Z level=info msg="Migration successfully executed" id="create index UQE_cloud_migration_session_uid - v2" duration=502.8µs
grafana  | logger=migrator t=2025-01-06T19:38:09.249864616Z level=info msg="Executing migration" id="copy cloud_migration_session v1 to v2"
grafana  | logger=migrator t=2025-01-06T19:38:09.250074644Z level=info msg="Migration successfully executed" id="copy cloud_migration_session v1 to v2" duration=210.011µs
grafana  | logger=migrator t=2025-01-06T19:38:09.251654182Z level=info msg="Executing migration" id="drop cloud_migration_session_tmp_qwerty"
grafana  | logger=migrator t=2025-01-06T19:38:09.25209277Z level=info msg="Migration successfully executed" id="drop cloud_migration_session_tmp_qwerty" duration=438.182µs
grafana  | logger=migrator t=2025-01-06T19:38:09.254159954Z level=info msg="Executing migration" id="Rename table cloud_migration_run to cloud_migration_snapshot_tmp_qwerty - v1"
grafana  | logger=migrator t=2025-01-06T19:38:09.265334719Z level=info msg="Migration successfully executed" id="Rename table cloud_migration_run to cloud_migration_snapshot_tmp_qwerty - v1" duration=11.174293ms
grafana  | logger=migrator t=2025-01-06T19:38:09.267814621Z level=info msg="Executing migration" id="create cloud_migration_snapshot v2"
grafana  | logger=migrator t=2025-01-06T19:38:09.268238835Z level=info msg="Migration successfully executed" id="create cloud_migration_snapshot v2" duration=422.145µs
grafana  | logger=migrator t=2025-01-06T19:38:09.270590631Z level=info msg="Executing migration" id="create index UQE_cloud_migration_snapshot_uid - v2"
grafana  | logger=migrator t=2025-01-06T19:38:09.271135006Z level=info msg="Migration successfully executed" id="create index UQE_cloud_migration_snapshot_uid - v2" duration=544.194µs
grafana  | logger=migrator t=2025-01-06T19:38:09.272962469Z level=info msg="Executing migration" id="copy cloud_migration_snapshot v1 to v2"
grafana  | logger=migrator t=2025-01-06T19:38:09.273119244Z level=info msg="Migration successfully executed" id="copy cloud_migration_snapshot v1 to v2" duration=156.891µs
grafana  | logger=migrator t=2025-01-06T19:38:09.275279515Z level=info msg="Executing migration" id="drop cloud_migration_snapshot_tmp_qwerty"
grafana  | logger=migrator t=2025-01-06T19:38:09.27571658Z level=info msg="Migration successfully executed" id="drop cloud_migration_snapshot_tmp_qwerty" duration=436.735µs
grafana  | logger=migrator t=2025-01-06T19:38:09.277897108Z level=info msg="Executing migration" id="add snapshot upload_url column"
grafana  | logger=migrator t=2025-01-06T19:38:09.281403562Z level=info msg="Migration successfully executed" id="add snapshot upload_url column" duration=3.506293ms
grafana  | logger=migrator t=2025-01-06T19:38:09.283564916Z level=info msg="Executing migration" id="add snapshot status column"
grafana  | logger=migrator t=2025-01-06T19:38:09.286675969Z level=info msg="Migration successfully executed" id="add snapshot status column" duration=3.110912ms
grafana  | logger=migrator t=2025-01-06T19:38:09.288968288Z level=info msg="Executing migration" id="add snapshot local_directory column"
grafana  | logger=migrator t=2025-01-06T19:38:09.292363504Z level=info msg="Migration successfully executed" id="add snapshot local_directory column" duration=3.393818ms
grafana  | logger=migrator t=2025-01-06T19:38:09.297063311Z level=info msg="Executing migration" id="add snapshot gms_snapshot_uid column"
grafana  | logger=migrator t=2025-01-06T19:38:09.300540586Z level=info msg="Migration successfully executed" id="add snapshot gms_snapshot_uid column" duration=3.467888ms
grafana  | logger=migrator t=2025-01-06T19:38:09.303113299Z level=info msg="Executing migration" id="add snapshot encryption_key column"
grafana  | logger=migrator t=2025-01-06T19:38:09.307123551Z level=info msg="Migration successfully executed" id="add snapshot encryption_key column" duration=4.009559ms
grafana  | logger=migrator t=2025-01-06T19:38:09.310302394Z level=info msg="Executing migration" id="add snapshot error_string column"
grafana  | logger=migrator t=2025-01-06T19:38:09.315656068Z level=info msg="Migration successfully executed" id="add snapshot error_string column" duration=5.353778ms
grafana  | logger=migrator t=2025-01-06T19:38:09.31819686Z level=info msg="Executing migration" id="create cloud_migration_resource table v1"
grafana  | logger=migrator t=2025-01-06T19:38:09.318808565Z level=info msg="Migration successfully executed" id="create cloud_migration_resource table v1" duration=613.933µs
grafana  | logger=migrator t=2025-01-06T19:38:09.320827726Z level=info msg="Executing migration" id="delete cloud_migration_snapshot.result column"
grafana  | logger=migrator t=2025-01-06T19:38:09.335609352Z level=info msg="Migration successfully executed" id="delete cloud_migration_snapshot.result column" duration=14.781574ms
grafana  | logger=migrator t=2025-01-06T19:38:09.338290644Z level=info msg="Executing migration" id="add cloud_migration_resource.name column"
grafana  | logger=migrator t=2025-01-06T19:38:09.341394433Z level=info msg="Migration successfully executed" id="add cloud_migration_resource.name column" duration=3.105105ms
grafana  | logger=migrator t=2025-01-06T19:38:09.343405935Z level=info msg="Executing migration" id="add cloud_migration_resource.parent_name column"
grafana  | logger=migrator t=2025-01-06T19:38:09.346428994Z level=info msg="Migration successfully executed" id="add cloud_migration_resource.parent_name column" duration=3.022836ms
grafana  | logger=migrator t=2025-01-06T19:38:09.348618982Z level=info msg="Executing migration" id="add cloud_migration_session.org_id column"
grafana  | logger=migrator t=2025-01-06T19:38:09.351642989Z level=info msg="Migration successfully executed" id="add cloud_migration_session.org_id column" duration=3.023698ms
grafana  | logger=migrator t=2025-01-06T19:38:09.354034537Z level=info msg="Executing migration" id="alter kv_store.value to longtext"
grafana  | logger=migrator t=2025-01-06T19:38:09.35407512Z level=info msg="Migration successfully executed" id="alter kv_store.value to longtext" duration=41.096µs
grafana  | logger=migrator t=2025-01-06T19:38:09.35582725Z level=info msg="Executing migration" id="add notification_settings column to alert_rule table"
grafana  | logger=migrator t=2025-01-06T19:38:09.358790877Z level=info msg="Migration successfully executed" id="add notification_settings column to alert_rule table" duration=2.963275ms
grafana  | logger=migrator t=2025-01-06T19:38:09.361069281Z level=info msg="Executing migration" id="add notification_settings column to alert_rule_version table"
grafana  | logger=migrator t=2025-01-06T19:38:09.364089969Z level=info msg="Migration successfully executed" id="add notification_settings column to alert_rule_version table" duration=3.020359ms
grafana  | logger=migrator t=2025-01-06T19:38:09.366474253Z level=info msg="Executing migration" id="removing scope from alert.instances:read action migration"
grafana  | logger=migrator t=2025-01-06T19:38:09.366671963Z level=info msg="Migration successfully executed" id="removing scope from alert.instances:read action migration" duration=197.674µs
grafana  | logger=migrator t=2025-01-06T19:38:09.368439429Z level=info msg="Executing migration" id="managed folder permissions alerting silences actions migration"
grafana  | logger=migrator t=2025-01-06T19:38:09.368569022Z level=info msg="Migration successfully executed" id="managed folder permissions alerting silences actions migration" duration=129.694µs
grafana  | logger=migrator t=2025-01-06T19:38:09.37082292Z level=info msg="Executing migration" id="add record column to alert_rule table"
grafana  | logger=migrator t=2025-01-06T19:38:09.373809727Z level=info msg="Migration successfully executed" id="add record column to alert_rule table" duration=2.986404ms
grafana  | logger=migrator t=2025-01-06T19:38:09.376146151Z level=info msg="Executing migration" id="add record column to alert_rule_version table"
grafana  | logger=migrator t=2025-01-06T19:38:09.379247819Z level=info msg="Migration successfully executed" id="add record column to alert_rule_version table" duration=3.101295ms
grafana  | logger=migrator t=2025-01-06T19:38:09.381734804Z level=info msg="Executing migration" id="add resolved_at column to alert_instance table"
grafana  | logger=migrator t=2025-01-06T19:38:09.384843678Z level=info msg="Migration successfully executed" id="add resolved_at column to alert_instance table" duration=3.108542ms
grafana  | logger=migrator t=2025-01-06T19:38:09.387011492Z level=info msg="Executing migration" id="add last_sent_at column to alert_instance table"
grafana  | logger=migrator t=2025-01-06T19:38:09.39018818Z level=info msg="Migration successfully executed" id="add last_sent_at column to alert_instance table" duration=3.176377ms
grafana  | logger=migrator t=2025-01-06T19:38:09.392462818Z level=info msg="Executing migration" id="Enable traceQL streaming for all Tempo datasources"
grafana  | logger=migrator t=2025-01-06T19:38:09.392477875Z level=info msg="Migration successfully executed" id="Enable traceQL streaming for all Tempo datasources" duration=15.562µs
grafana  | logger=migrator t=2025-01-06T19:38:09.394521676Z level=info msg="Executing migration" id="Add scope to alert.notifications.receivers:read and alert.notifications.receivers.secrets:read"
grafana  | logger=migrator t=2025-01-06T19:38:09.394862447Z level=info msg="Migration successfully executed" id="Add scope to alert.notifications.receivers:read and alert.notifications.receivers.secrets:read" duration=340.668µs
grafana  | logger=migrator t=2025-01-06T19:38:09.396641109Z level=info msg="Executing migration" id="add metadata column to alert_rule table"
grafana  | logger=migrator t=2025-01-06T19:38:09.39979316Z level=info msg="Migration successfully executed" id="add metadata column to alert_rule table" duration=3.15169ms
grafana  | logger=migrator t=2025-01-06T19:38:09.402424732Z level=info msg="Executing migration" id="add metadata column to alert_rule_version table"
grafana  | logger=migrator t=2025-01-06T19:38:09.405584945Z level=info msg="Migration successfully executed" id="add metadata column to alert_rule_version table" duration=3.159976ms
grafana  | logger=migrator t=2025-01-06T19:38:09.407762866Z level=info msg="Executing migration" id="delete orphaned service account permissions"
grafana  | logger=migrator t=2025-01-06T19:38:09.407923962Z level=info msg="Migration successfully executed" id="delete orphaned service account permissions" duration=167.539µs
grafana  | logger=migrator t=2025-01-06T19:38:09.409966226Z level=info msg="Executing migration" id="adding action set permissions"
grafana  | logger=migrator t=2025-01-06T19:38:09.410250386Z level=info msg="Migration successfully executed" id="adding action set permissions" duration=284.164µs
grafana  | logger=migrator t=2025-01-06T19:38:09.412075589Z level=info msg="Executing migration" id="create user_external_session table"
grafana  | logger=migrator t=2025-01-06T19:38:09.41253123Z level=info msg="Migration successfully executed" id="create user_external_session table" duration=455.56µs
